Archivo,Coeficiente de correlación lineal,Señal a ruido (SNR),Ganancia óptica,Anchura de la señal (en píxels),Amplitud de pico de la señal (fit),Amplitud de pico de la señal (data),Coeficiente Chi^2,Diferencia Integral,Irregular
1p4Bot_5msexp_88 Plot Data.csv,5.636290515558073,0.20985308625225665,50.15948675045356,31,160.99912942950664,175.93,167.11910437618553,0.14096858135492166,False
1p4Bot_5msexp_9 Plot Data.csv,0.1059819723194764,2.192661734339402,8.372145777911468,33,27.237478613369397,48.42,7.929044184582216,0.09648836005522744,False
1p5Bot_5msexp_12 Plot Data.csv,0.7185753742946177,7.77575625692726,18.167976988371986,40,56.60534021933269,66.86,5.491037802406576,0.012722817375870348,False
1p5Bot_5msexp_14 Plot Data.csv,0.7553217140293671,1.4620414093611347,9.97172126601555,14,37.85967050152662,47.709999999999994,22.32560264151751,0.14689208529430828,True
1p5Bot_5msexp_17 Plot Data.csv,0.0008239405746094674,3.3534000400298245,10.949959109239433,57,23.220059691711498,37.96,6.533911359501047,0.12397920906986071,True
1p5Bot_5msexp_30 Plot Data.csv,0.6630881522008237,2.296602283138134,9.722644081179912,33,34.87353801468639,43.03999999999999,9.204042590666688,0.2402334264564982,True
1p5Bot_5msexp_32 Plot Data.csv,1.294459801628883,7.880075509108731,17.435704120096638,37,66.65686231587227,73.64,6.572550866619443,0.0965605420712313,False
1p5Bot_5msexp_41 Plot Data.csv,0.032100694444444494,2.766752418064522,7.349333057594871,28,30.434527644793242,41.77,9.91028331904809,0.024282748748426074,False
1p5Bot_5msexp_48 Plot Data.csv,4.3862206666741335,4.567520979133543,9.100704073095761,25,48.68313700912768,47.540000000000006,7.9201307398364245,0.3920126584249444,True
1p5Bot_5msexp_5 Plot Data.csv,0.0813358711419754,2.6806331405683546,8.448545510946506,58,26.242458666835823,33.57,6.7546330102288925,0.299980209808034,True
1p5Bot_5msexp_57 Plot Data.csv,0.010367603316326551,5.6298857254066474,10.313863565862325,53,25.058073784778657,39.379999999999995,4.1130829190184794,0.14011166598534694,True
1p5Bot_5msexp_59 Plot Data.csv,0.02528503276950745,5.5020127351169625,9.520952801722114,17,24.04380357379862,42.910000000000004,4.624201221440355,0.106293299252123,True
1p5Bot_5msexp_62 Plot Data.csv,0.06815829081632648,1.877286443101011,9.863697464772846,26,30.967889417861343,47.14000000000001,8.248605317935079,0.1916953888329867,True
1p5Bot_5msexp_68 Plot Data.csv,1.1924347501793688,11.576644849650613,18.77596224889783,39,67.45322057363238,70.15,4.517444617080984,0.03374519320128946,False
1p5Bot_5msexp_72 Plot Data.csv,4.740054694444446,0.9018277307513212,8.278679087431026,14,34.79079091449968,48.56,28.585612134441817,0.6009362522144045,True
1p5Bot_5msexp_76 Plot Data.csv,0.02494506458237156,3.0684429816657737,8.970694014908679,35,25.816415616756153,34.62,8.023588920634026,0.15168255902456568,True
1p5Bot_5msexp_79 Plot Data.csv,3.4078803718450947,0.9722347944490146,8.56048467301492,32,44.34070753527996,44.5,26.247224597664797,0.6825587252271478,True
1p5Bot_5msexp_82 Plot Data.csv,0.011757024905361872,2.9819566257157186,9.329903272200864,36,26.67764097549759,44.91,8.822051367375416,0.1195611379655189,True
1p5Bot_5msexp_94 Plot Data.csv,0.31993047308212785,4.940784448710284,9.857372651131314,30,34.49670926413296,44.370000000000005,5.906532819557457,0.09214220970101367,True
1p5Bot_5msexp_96 Plot Data.csv,3.572212500885771,5.960512351588062,9.237641308128334,25,49.870244972701116,43.75,6.513684623655097,0.4187561032399149,True
1p5Bot_5msexp_99 Plot Data.csv,0.2307658594104306,3.6408820819581034,9.437023528637633,30,33.75047665782958,44.38,7.921318239787842,0.054640416299945024,True
1p6Bot_5msexp_11 Plot Data.csv,2.878159697969526,8.805401190107764,23.55852530057059,38,87.13312168145012,98.79,7.567837866163343,0.02956398317720482,False
1p6Bot_5msexp_14 Plot Data.csv,0.6453670610089604,5.019108039770471,23.316877261917075,40,64.90506118315488,75.64,9.827920797862884,0.03917533756133737,False
1p6Bot_5msexp_16 Plot Data.csv,2.5592055410988244,16.57269315638433,23.328723738261534,39,84.05172515005317,87.5,3.9470649376106084,0.08936771741113064,False
1p6Bot_5msexp_25 Plot Data.csv,1.551379993448292,3.2816328851607084,21.414815051559962,36,76.99827140727817,89.88,11.024730529062367,0.18633420480520763,False
1p6Bot_5msexp_29 Plot Data.csv,5.241468747191008,8.282120403029507,17.925124223310554,26,92.64803051231902,89.57,8.918573941612348,0.054320568506062275,False
1p6Bot_5msexp_3 Plot Data.csv,0.18851052624534792,5.026197003415624,21.43529540049445,41,60.47704049293692,81.83999999999999,9.57379337630794,0.053002779285240165,False
1p6Bot_5msexp_38 Plot Data.csv,3.4938095628881864,4.028547398141792,21.160617779490703,24,77.57200767847186,91.33999999999999,16.3592015666497,0.09315072966668031,True
1p6Bot_5msexp_42 Plot Data.csv,4.418394401831698,0.926520655095682,19.247311455993085,31,89.1290808056709,103.81000000000002,32.14366146549838,0.37914492014228235,False
1p6Bot_5msexp_49 Plot Data.csv,2.0494422020660115,4.927864965856521,22.480495953224732,30,88.12697805854089,121.8,15.488262823194685,0.143268637658044,True
1p6Bot_5msexp_55 Plot Data.csv,1.2874380517666704,3.539839602565367,24.18156964119533,44,74.90259629338532,94.0,16.186312258648673,0.05663381818770187,False
1p6Bot_5msexp_6 Plot Data.csv,2.05813380155476,6.385426397374487,21.714892320997176,31,83.26360545861638,99.97,10.802605058106847,0.12715487048884166,False
1p6Bot_5msexp_66 Plot Data.csv,0.626830746969271,6.493873468971751,23.418174674048938,38,71.81536818838578,89.01,9.624532831380884,0.11111344682590142,True
1p6Bot_5msexp_67 Plot Data.csv,0.44045106058751676,3.060856224446654,22.988589315761278,45,61.36088487872347,75.39,9.002281748425592,0.1543964967862196,False
1p6Bot_5msexp_7 Plot Data.csv,2.3705612248834687,10.683989577065205,22.133133172277006,34,75.31208342775308,86.50999999999999,5.758291042632551,0.052085697161206757,False
1p6Bot_5msexp_70 Plot Data.csv,0.6552179752072711,17.459255975771057,24.36719790188097,44,68.49679697510312,81.37,3.2974055563411495,0.023364290373515763,False
1p6Bot_5msexp_79 Plot Data.csv,1.7382210019029138,6.320827676813832,20.270324964044335,34,73.35667144499695,98.33,9.387624260308623,0.11047458634076497,False
1p6Bot_5msexp_83 Plot Data.csv,0.9414854358650421,5.084413419833964,22.02109361634127,36,72.1737629599329,89.65,8.86614420020625,0.13470286776032941,False
1p6Bot_5msexp_84 Plot Data.csv,0.5323619155594659,3.258642197762117,24.40926293229054,42,71.1360161228524,93.61,11.834285193109372,0.1362854100520524,False
1p6Bot_5msexp_86 Plot Data.csv,1.4786350345570747,4.973383920303549,22.10100713473271,41,72.69059470874053,79.05,8.439289194385927,0.18485985346884515,False
1p6Bot_5msexp_9 Plot Data.csv,4.911684911033165,3.935699613083228,42.77983474492627,44,137.79522760821158,141.25,23.07712212912862,0.14528938271921324,False
1p7Bot_5msexp_0 Plot Data.csv,6.507881288049846,6.573971043650659,65.51211851740443,39,200.7423686319752,239.32000000000002,21.41103665460396,0.029236782685904582,False
1p7Bot_5msexp_19 Plot Data.csv,23.55207496063803,1.6806315493748532,56.258012615034666,35,241.1146530254121,272.24,69.45269955327824,0.30812169296172837,False
1p7Bot_5msexp_2 Plot Data.csv,26.760337177079858,2.0092593858865087,53.609321213374585,32,222.41554637402135,225.17,58.96539551368961,0.31622234710292124,False
1p7Bot_5msexp_21 Plot Data.csv,12.322714607883315,17.577677749846913,59.63656743215424,36,219.35437527930952,232.83999999999997,9.625423763998187,0.0335203163548053,False
1p7Bot_5msexp_29 Plot Data.csv,8.87716801898742,3.6799796638767455,46.32102762711388,29,186.3756664885509,221.76000000000002,35.517592475323895,0.22605037615201196,False
1p7Bot_5msexp_36 Plot Data.csv,3.824369452943501,2.8452699773347123,53.38745076658427,35,179.56710752554687,225.48000000000005,22.77647845289381,0.14838559439405818,False
1p7Bot_5msexp_5 Plot Data.csv,43.43514667090985,0.9638490723806712,58.33425818520225,34,243.91510597858087,263.09,116.42473059587708,0.5207475754153481,False
1p7Bot_5msexp_50 Plot Data.csv,5.1797492587890615,3.2126209525851332,59.65082336131453,43,175.65797252512866,179.5,29.452937247652272,0.16352563107412946,False
1p7Bot_5msexp_56 Plot Data.csv,14.3041003722446,8.059080873273494,62.707615833654515,39,217.82478989124388,235.51,19.473905418888283,0.03090985232808521,False
1p7Bot_5msexp_59 Plot Data.csv,11.80589077485467,7.784005370697499,57.002834716725744,35,213.63439738190067,224.43,22.56409669435472,0.0016528575525516607,False
1p7Bot_5msexp_6 Plot Data.csv,13.621855702302085,19.85635300883788,62.90960829471428,38,215.5784267136163,238.66,8.884756260732226,0.009269789056877302,False
1p7Bot_5msexp_60 Plot Data.csv,48.49204791010289,1.288699744622028,54.914541882479014,29,266.9321008547695,255.62,86.7501686873186,0.444484210026366,False
1p7Bot_5msexp_68 Plot Data.csv,4.5464139110331665,1.4391810275479202,58.430335116233174,41,189.5527068661759,212.56,49.952264337285605,0.1995982140631326,False
1p7Bot_5msexp_73 Plot Data.csv,40.69782119430733,3.697241323119741,49.01820926669236,27,246.76862532709293,247.36000000000004,44.01622906447532,0.17899134426976546,False
1p7Bot_5msexp_79 Plot Data.csv,33.818271156630644,1.0703383978050887,57.77486355646215,34,228.18387412621618,243.47000000000003,95.18300321249667,0.5179584384782588,False
1p7Bot_5msexp_81 Plot Data.csv,6.174608020548678,3.5095143053326563,56.2016916554648,40,179.3544428083573,215.16,21.172586471281562,0.19122661435179858,False
1p7Bot_5msexp_84 Plot Data.csv,30.882295904542847,4.808461044726086,55.86597456312688,30,247.00812472599426,255.35000000000005,33.17419564309987,0.18574704141663317,False
1p7Bot_5msexp_88 Plot Data.csv,22.972538343642825,0.9154526326786773,58.64216617629088,34,216.7198891470715,235.45,89.39016087048884,0.5266741244504552,False
1p7Bot_5msexp_92 Plot Data.csv,36.29919049036281,3.206317297671864,52.21515157781934,31,229.29106231885882,229.51999999999998,43.515244826869925,0.3261619532105887,False
1p7Bot_5msexp_95 Plot Data.csv,11.820013139159304,4.842284394839638,60.4362045854053,36,214.05733025704768,265.09000000000003,27.803246743264534,0.13945568810720133,False
1p8Bot_5msexp_16 Plot Data.csv,164.00954155459644,1.9321696613073618,123.58946879611963,30,563.5549257397797,600.8,131.38988733612112,0.300544485053353,False
1p8Bot_5msexp_20 Plot Data.csv,108.21122774715263,1.9076229848393969,134.42347298859764,35,530.6109559501898,652.07,116.44211218878374,0.3468638858255234,False
1p8Bot_5msexp_21 Plot Data.csv,168.91174293751922,5.581341447070868,131.2544401725872,33,537.3015159758593,615.0799999999999,65.88091444991946,0.21603049874693284,False
1p8Bot_5msexp_22 Plot Data.csv,108.08191390597219,1.7921667008297157,138.3605188896514,35,543.1164378528267,600.45,121.83567352963752,0.36233229722281224,False
1p8Bot_5msexp_25 Plot Data.csv,1799.5474395076208,2.770026223668831,363.681804081556,32,1649.1218357753787,1523.86,354.9561551944284,0.2807689465554458,False
1p8Bot_5msexp_29 Plot Data.csv,241.37189928120705,0.669226112257211,152.08988221580924,34,595.7586119182461,668.9,355.6267639733785,0.6514888460391752,False
1p8Bot_5msexp_32 Plot Data.csv,261.9473742511407,1.0584844769902089,113.83028134723307,28,598.5770948995785,629.3799999999999,228.85506937587598,0.4158114890476876,False
1p8Bot_5msexp_37 Plot Data.csv,223.6199797193878,0.503469293110612,89.04835637942867,24,479.48440978257184,487.02,388.0913859435234,0.5922456329259738,False
1p8Bot_5msexp_44 Plot Data.csv,62.98620540788525,29.073523786267724,151.07449864167475,38,501.8738955042583,604.52,14.242594448097753,0.0021165952662042507,False
1p8Bot_5msexp_49 Plot Data.csv,79.94874572753903,1.0442344404470352,138.20872336225455,39,504.8018729777334,570.86,174.42462417954266,0.394248402479708,False
1p8Bot_5msexp_51 Plot Data.csv,98.31393132156086,12.308042215637794,147.10261606865888,38,532.9662093323072,624.4000000000001,31.633338865583376,0.02540516314103161,False
1p8Bot_5msexp_52 Plot Data.csv,44.07959301580057,6.8740997199762575,172.8317571746835,41,516.7475486627727,560.37,57.1022749524429,0.012872323771250629,False
1p8Bot_5msexp_55 Plot Data.csv,86.27813611454036,5.10120249646492,147.4201618710108,38,541.6535669373347,538.13,67.79322976963373,0.1290764898256268,False
1p8Bot_5msexp_57 Plot Data.csv,112.49128794820851,2.2148674292723554,128.07657269625216,33,489.86364110849934,529.25,119.04065299895183,0.3449331085890157,False
1p8Bot_5msexp_65 Plot Data.csv,183.12674155143046,1.1212647343570825,147.46403399103224,33,580.865615905944,654.79,198.885623627307,0.47378616372772014,False
1p8Bot_5msexp_67 Plot Data.csv,99.62681278688952,4.606935523079035,164.70989330801555,41,545.9617311527076,572.7800000000001,74.8216031805386,0.002920183854644383,False
1p8Bot_5msexp_69 Plot Data.csv,191.21896159336424,1.6284075890287126,130.28945431985036,34,518.7816136382164,574.8299999999999,172.728527994968,0.45713342508850646,False
1p8Bot_5msexp_83 Plot Data.csv,268.1704270732409,2.5101319487604075,151.78990534023933,33,637.2458371602011,710.4799999999999,149.53920383897255,0.33029068440235765,False
1p8Bot_5msexp_88 Plot Data.csv,240.8155457964955,1.1384243093421342,132.60052114569334,32,564.3545891436173,582.57,215.87977166265946,0.5303510216969015,False
1p8Bot_5msexp_93 Plot Data.csv,244.25588045765988,1.0669357937558703,144.81644692191279,34,601.3719707227399,638.49,250.2749681759648,0.49035391593504063,False
1p9Bot_5msexp_12 Plot Data.csv,591.164951692044,11.184442762908954,555.9979026329892,38,1887.4405133181235,1862.5099999999998,125.60230616651423,0.026767837854926393,False
1p9Bot_5msexp_2 Plot Data.csv,12084.06549794471,0.23590607963199425,501.8102123499498,23,2753.19829609122,2853.84,4137.405038395396,0.9147778752705872,False
1p9Bot_5msexp_21 Plot Data.csv,5806.984298469391,0.10462376655522636,421.31973040298544,25,2090.1959594923283,2191.09,4773.214210293266,1.0725841301084058,False
1p9Bot_5msexp_25 Plot Data.csv,1644.8863150972008,7.198638186821354,494.9050217614048,31,1978.3737278618787,2023.16,223.51751164291096,0.04949521793917559,False
1p9Bot_5msexp_32 Plot Data.csv,1396.2337962671495,0.787059546883604,522.1148720166196,35,2001.1472054790638,2205.2799999999997,863.9964956354712,0.5188415101486293,False
1p9Bot_5msexp_36 Plot Data.csv,568.3529568988076,29.44453201264773,523.2868700237825,42,1571.661245029944,1618.83,43.44446478920696,0.03816895843483203,False
1p9Bot_5msexp_37 Plot Data.csv,3418.08503511192,0.3012560834120407,402.22321053571596,27,2143.094765456658,2138.69,2102.2571233070976,0.7530124508256706,False
1p9Bot_5msexp_39 Plot Data.csv,2669.899741099037,0.9970740234917684,484.46315601470195,31,2148.951981389051,2175.26,845.8091138727192,0.4834966393892105,False
1p9Bot_5msexp_5 Plot Data.csv,1350.7983798636026,1.2421781016761213,480.9968569575395,33,1838.7096573447218,1956.72,586.7978673813365,0.39962661399106275,False
1p9Bot_5msexp_59 Plot Data.csv,730.7504594698263,2.3354213034953384,553.3989061956553,35,1959.1301291492587,2093.2400000000002,335.6103812709859,0.22641091092544208,False
1p9Bot_5msexp_63 Plot Data.csv,3036.432010695781,28.541393830410584,467.5425728278547,26,2336.4906163091455,2400.5199999999995,69.03383992801766,0.09401205160924483,False
1p9Bot_5msexp_65 Plot Data.csv,2743.3340393569233,0.8409667699292172,483.22991774847003,31,2092.22807337139,2184.3999999999996,947.9523106006855,0.5393926187234559,False
1p9Bot_5msexp_70 Plot Data.csv,2406.043752738103,1.1136859076377652,490.3698291988231,34,1941.9998396198962,2255.13,806.1937147253193,0.5032650443470487,False
1p9Bot_5msexp_74 Plot Data.csv,1321.8683191054101,1.6215242785319275,493.81625027025507,36,1886.802340771206,2049.24,460.01023253134656,0.3977238485863542,False
1p9Bot_5msexp_83 Plot Data.csv,10360.91327346939,0.04364349938665577,420.4981069927901,22,2481.2401119115093,2571.43,11026.819045890952,1.309381162827768,False
1p9Bot_5msexp_86 Plot Data.csv,1157.502856612687,1.90154800991921,440.83629821114675,32,1693.4010539156407,1887.0,377.13290961299776,0.333978440883682,False
1p9Bot_5msexp_89 Plot Data.csv,1627.544762867921,1.7022344810648504,597.7268143747475,31,2292.8663265341656,2596.37,455.07643081344213,0.30362390057576305,False
1p9Bot_5msexp_94 Plot Data.csv,1269.3795665025007,1.358405029633888,564.7477301397806,36,2074.3215942369316,2230.0699999999997,564.5877422897004,0.3786271265123269,False
1p9Bot_5msexp_96 Plot Data.csv,8729.140510659601,0.07011683165430956,411.5739957323206,25,2199.879570417792,2339.22,6941.669343644033,1.2437046753758625,False
1p9Bot_5msexp_98 Plot Data.csv,567.3531322011692,1.5062331892434833,493.38415506528435,36,1734.1782677971778,1904.26,415.6337733558689,0.3005764342474672,False
